180
0	250.000000	0.000000
1	249.000000	8.000000
2	249.000000	17.000000
3	248.000000	26.000000
4	247.000000	34.000000
5	246.000000	43.000000
6	244.000000	51.000000
7	242.000000	60.000000
8	240.000000	68.000000
9	237.000000	77.000000
10	234.000000	85.000000
11	231.000000	93.000000
12	228.000000	101.000000
13	224.000000	109.000000
14	220.000000	117.000000
15	216.000000	124.000000
16	212.000000	132.000000
17	207.000000	139.000000
18	202.000000	146.000000
19	197.000000	153.000000
20	191.000000	160.000000
21	185.000000	167.000000
22	179.000000	173.000000
23	173.000000	179.000000
24	167.000000	185.000000
25	160.000000	191.000000
26	153.000000	197.000000
27	146.000000	202.000000
28	139.000000	207.000000
29	132.000000	212.000000
30	125.000000	216.000000
31	117.000000	220.000000
32	109.000000	224.000000
33	101.000000	228.000000
34	93.000000	231.000000
35	85.000000	234.000000
36	77.000000	237.000000
37	68.000000	240.000000
38	60.000000	242.000000
39	51.000000	244.000000
40	43.000000	246.000000
41	34.000000	247.000000
42	26.000000	248.000000
43	17.000000	249.000000
44	8.000000	249.000000
45	0.000000	250.000000
46	-8.000000	249.000000
47	-17.000000	249.000000
48	-26.000000	248.000000
49	-34.000000	247.000000
50	-43.000000	246.000000
51	-51.000000	244.000000
52	-60.000000	242.000000
53	-68.000000	240.000000
54	-77.000000	237.000000
55	-85.000000	234.000000
56	-93.000000	231.000000
57	-101.000000	228.000000
58	-109.000000	224.000000
59	-117.000000	220.000000
60	-124.000000	216.000000
61	-132.000000	212.000000
62	-139.000000	207.000000
63	-146.000000	202.000000
64	-153.000000	197.000000
65	-160.000000	191.000000
66	-167.000000	185.000000
67	-173.000000	179.000000
68	-179.000000	173.000000
69	-185.000000	167.000000
70	-191.000000	160.000000
71	-197.000000	153.000000
72	-202.000000	146.000000
73	-207.000000	139.000000
74	-212.000000	132.000000
75	-216.000000	124.000000
76	-220.000000	117.000000
77	-224.000000	109.000000
78	-228.000000	101.000000
79	-231.000000	93.000000
80	-234.000000	85.000000
81	-237.000000	77.000000
82	-240.000000	68.000000
83	-242.000000	60.000000
84	-244.000000	51.000000
85	-246.000000	43.000000
86	-247.000000	34.000000
87	-248.000000	26.000000
88	-249.000000	17.000000
89	-249.000000	8.000000
90	-250.000000	0.000000
91	-249.000000	-8.000000
92	-249.000000	-17.000000
93	-248.000000	-26.000000
94	-247.000000	-34.000000
95	-246.000000	-43.000000
96	-244.000000	-51.000000
97	-242.000000	-60.000000
98	-240.000000	-68.000000
99	-237.000000	-77.000000
100	-234.000000	-85.000000
101	-231.000000	-93.000000
102	-228.000000	-101.000000
103	-224.000000	-109.000000
104	-220.000000	-117.000000
105	-216.000000	-125.000000
106	-212.000000	-132.000000
107	-207.000000	-139.000000
108	-202.000000	-146.000000
109	-197.000000	-153.000000
110	-191.000000	-160.000000
111	-185.000000	-167.000000
112	-179.000000	-173.000000
113	-173.000000	-179.000000
114	-167.000000	-185.000000
115	-160.000000	-191.000000
116	-153.000000	-197.000000
117	-146.000000	-202.000000
118	-139.000000	-207.000000
119	-132.000000	-212.000000
120	-125.000000	-216.000000
121	-117.000000	-220.000000
122	-109.000000	-224.000000
123	-101.000000	-228.000000
124	-93.000000	-231.000000
125	-85.000000	-234.000000
126	-77.000000	-237.000000
127	-68.000000	-240.000000
128	-60.000000	-242.000000
129	-51.000000	-244.000000
130	-43.000000	-246.000000
131	-34.000000	-247.000000
132	-26.000000	-248.000000
133	-17.000000	-249.000000
134	-8.000000	-249.000000
135	0.000000	-250.000000
136	8.000000	-249.000000
137	17.000000	-249.000000
138	26.000000	-248.000000
139	34.000000	-247.000000
140	43.000000	-246.000000
141	51.000000	-244.000000
142	60.000000	-242.000000
143	68.000000	-240.000000
144	77.000000	-237.000000
145	85.000000	-234.000000
146	93.000000	-231.000000
147	101.000000	-228.000000
148	109.000000	-224.000000
149	117.000000	-220.000000
150	125.000000	-216.000000
151	132.000000	-212.000000
152	139.000000	-207.000000
153	146.000000	-202.000000
154	153.000000	-197.000000
155	160.000000	-191.000000
156	167.000000	-185.000000
157	173.000000	-179.000000
158	179.000000	-173.000000
159	185.000000	-167.000000
160	191.000000	-160.000000
161	197.000000	-153.000000
162	202.000000	-146.000000
163	207.000000	-139.000000
164	212.000000	-132.000000
165	216.000000	-125.000000
166	220.000000	-117.000000
167	224.000000	-109.000000
168	228.000000	-101.000000
169	231.000000	-93.000000
170	234.000000	-85.000000
171	237.000000	-77.000000
172	240.000000	-68.000000
173	242.000000	-60.000000
174	244.000000	-51.000000
175	246.000000	-43.000000
176	247.000000	-34.000000
177	248.000000	-26.000000
178	249.000000	-17.000000
179	249.000000	-8.000000

0	3	0.7531582107798537
0	5	0.7759320832213747
0	7	0.37507632581616335
0	8	0.3153563874083556
0	15	0.014672458795958514
